ID,MIN
520,247.4
521,1460.4
522,2428.0
523,2265.6
524,2412.0
525,1074.6
526,2390.8
527,1802.6
528,2212.4
529,34.6
530,2803.2
531,2406.0
532,320.6
533,121.4
534,2459.0
535,1394.0
536,1.8
537,2529.2
538,23.4
539,2076.8
540,1358.8
541,784.6
542,514.6
543,1932.0
544,3295.2
545,445.0
546,518.8
547,29.2
548,7.6
549,116.0
550,614.6
551,162.4
552,830.6
553,781.8
554,2943.2
555,3.2
556,1299.6
557,159.6
558,2952.0
559,882.0
560,405.8
561,14.0
562,63.4
563,1853.6
564,637.2
565,2878.4
566,540.6
567,2399.0
568,2281.8
569,2302.2
570,1889.4
571,2349.0
572,1650.2
573,36.6
574,36.2
575,1594.6
576,2319.2
577,528.4
578,1340.0
579,555.8
580,557.6
581,5.4
582,1960.6
583,324.2
584,100.4
585,1820.0
586,2965.2
587,1201.2
588,2341.4
589,663.8
590,31.6
591,1127.4
592,843.6
593,408.0
594,144.6
595,42.2
596,5.4
597,1891.6
598,563.0
599,1041.4
600,116.8
601,2095.6
602,20.2
603,1918.2
604,51.0
605,730.8
606,9.8
607,23.6
608,2015.8
609,169.6
610,185.6
611,86.6
612,736.8
613,1023.4
614,191.4
615,1568.6
616,65.8
617,46.4
618,8.2
619,435.8
620,2583.6
621,2418.4
622,53.2
623,500.0
624,1901.0
625,531.8
626,1633.4
627,832.0
628,133.2
629,2758.8
630,77.8
631,502.4
632,918.8
633,1292.0
634,2051.2
635,833.4
636,2823.6
637,801.2
638,2802.0
639,1950.6
640,37.8
641,158.2
642,1491.2
643,136.4
644,443.2
645,957.0
646,804.8
647,57.0
648,2860.2
649,1017.4
650,187.8
651,2691.0
652,2104.6
653,97.2
654,284.4
655,54.0
656,2865.6
657,1553.8
658,2.0
659,648.8
660,1407.0
661,368.0
662,2467.0
663,142.6
664,1889.2
665,599.4
666,2207.4
667,2312.2
668,490.6
669,1280.0
670,38.4
671,242.8
672,920.8
673,207.2
674,2123.6
675,51.8
676,1019.2
677,472.4
678,1875.4
679,364.2
680,718.6
681,2967.0
682,1733.0
683,1526.4
684,47.2
685,226.2
686,3136.8
687,2746.6
688,82.6
689,181.4
690,133.0
691,318.6
692,2166.4
693,731.4
694,311.0
695,1918.2
696,2819.0
697,1935.4
698,1236.4
699,2.8
700,65.0
701,1084.2
702,724.4
703,180.6
704,1764.4
705,845.8
706,430.4
707,1870.0
708,719.0
709,2179.8
710,417.4
711,1487.0
712,228.8
713,1980.8
714,1091.2
715,1708.4
716,680.6
717,503.2
718,225.4
719,2205.8
720,204.4
721,65.8
722,462.0
723,2880.6
724,684.0
725,2665.8
726,1788.8
727,2117.4
728,2091.2
729,2726.0
730,1914.6
731,2726.6
732,1535.8
733,965.6
734,727.4
735,83.6
736,218.8
737,540.8
738,1968.0
739,1433.8
740,1171.2
741,1925.0
742,847.6
743,599.8
744,69.6
745,2680.8
746,2520.6
747,2277.0
748,26.6
749,1522.0
750,2775.6
751,649.8
752,1955.6
753,2512.8
754,746.0
755,961.0
756,763.6
757,959.8
758,613.2
759,2411.8
760,457.2
761,37.8
762,199.4
763,1354.6
764,385.0
765,308.0
766,1882.6
767,229.0
768,154.6
769,332.0
770,1080.6
771,846.2
772,71.0
773,1625.2
774,2345.4
775,622.0
776,2487.8
777,508.6
778,2018.2
779,292.8
780,1924.8
781,2390.6
782,758.0
783,795.4
784,213.0
785,137.6
786,1512.2
787,900.4
788,806.2
789,239.2
790,35.8
791,2400.4
792,973.6
793,10.0
794,73.0
795,596.8
796,680.2
797,123.8
798,616.2
799,2603.4
800,3182.4
801,93.6
802,186.0
803,616.2
804,1845.4
805,78.8
806,1318.0
807,2263.0
808,2732.8
809,216.0
810,2610.8
811,1395.6
812,1414.6
813,1765.0
814,1886.2
815,150.4
816,1249.4
817,2080.4
818,1907.8
819,2886.0
820,1321.0
821,1550.8
822,1265.8
823,2015.4
824,285.8
825,132.4
826,1839.0
827,1118.0
828,1517.4
829,558.8
830,526.0
831,2926.2
832,2214.6
833,25.8
834,2174.0
835,1227.6
836,303.2
837,194.4
838,366.8
839,331.0
840,119.0
841,1088.0
842,1145.4
843,629.4
844,116.2
845,1015.6
846,1282.6
847,684.8
848,39.6
849,868.2
850,1120.8
851,729.2
852,320.4
853,1032.4
854,463.4
855,2478.2
856,1040.4
857,2771.0
858,1210.0
859,407.4
860,1885.2
861,2514.6
862,2967.6
863,531.4
864,868.2
865,2182.6
866,1540.8
867,1873.6
868,1062.8
869,93.8
870,4.8
871,180.2
872,809.0
873,445.4
874,572.8
875,2119.2
876,799.8
877,38.6
878,2612.8
879,604.2
880,2507.8
881,2623.2
882,2735.0
883,978.4
884,212.6
885,213.2
886,1283.2
887,746.2
888,198.4
889,902.2
890,2334.2
891,2812.2
892,1580.4
893,2334.2
894,1579.8
895,87.8
896,1247.8
897,1739.2
898,1219.4
899,466.4
900,764.4
901,443.2
902,754.8
903,806.4
904,204.4
905,2969.0
906,254.6
907,2909.2
908,2864.6
909,517.8
910,2487.4
911,2116.4
912,2246.0
913,75.8
914,970.0
915,228.4
916,1601.6
917,28.6
918,7.0
919,30.0
920,2114.4
921,521.8
922,1457.4
923,595.2
924,621.4
925,2706.4
926,2772.0
927,2025.6
928,1357.8
929,1229.2
930,276.6
931,2697.4
932,572.0
933,36.2
934,50.0
935,245.8
936,1737.4
937,2215.4
938,270.2
939,2109.4
940,28.8
941,1014.6
942,2225.4
943,2205.0
944,149.0
945,370.8
946,965.4
947,66.0
948,51.6
949,5.8
950,532.2
951,2222.0
952,1730.6
953,192.6
954,353.8
955,678.2
956,2363.6
957,857.0
958,1345.2
959,872.2
960,345.8
961,2464.0
962,2865.2
963,2940.4
964,372.8
965,1803.8
966,2258.0
967,2267.0
968,582.4
969,283.4
970,889.8
971,2376.0
972,2018.8
973,40.4
974,1898.4
975,1764.8
976,1263.4
977,2863.8
978,2854.0
979,227.4
980,2218.2
981,2625.4
982,847.6
983,1519.8
984,968.2
985,2169.8
986,496.4
987,1783.6
988,226.4
989,261.4
990,140.0
991,316.2
992,1084.2
993,1245.0
994,1921.2
995,2.0
996,976.0
997,2542.6
998,133.0
999,1760.6
1000,1765.8
1001,1246.8
1002,594.4
1003,15.6
1004,1674.6
1005,2884.8
1006,1643.0
1007,2174.0
1008,243.4
1009,1588.0
1010,500.2
1011,1455.8
1012,1661.2
1013,2841.4
1014,9.0
1015,497.2
1016,836.2
1017,1729.0
1018,83.0
1019,84.4
1020,2565.6
1021,1716.4
1022,483.8
1023,2576.4
1024,9.6
1025,166.6
1026,1059.0
1027,373.2
1028,1744.0
1029,62.0
1030,2441.6
1031,220.8
1032,1920.2
1033,2943.6
1034,31.0
1035,3182.8
1036,549.4
1037,2558.8
1038,768.4
1039,1726.2
1040,26.0
1041,1682.2
1042,1647.0
1043,2235.6
1044,103.2
1045,1141.2
1046,918.2
1047,511.4
1048,633.8
1049,2074.8
1050,2668.2
1051,142.6
1052,2189.2
1053,1672.2
1054,2600.8
1055,1641.4
1056,851.0
1057,2499.6
1058,1377.0
1059,35.6
1060,174.6
1061,85.8
1062,1483.4
1063,454.0
1064,449.6
1065,386.2
1066,51.0
1067,1549.8
1068,817.2
1069,529.8
1070,2384.4
1071,905.6
1072,512.4
1073,2593.2
1074,801.0
1075,31.6
1076,255.2
1077,5.0
1078,799.0
1079,2560.4
1080,2347.2
1081,193.4
1082,90.6
1083,870.6
1084,141.4
1085,69.4
1086,778.6
1087,1.6
1088,1844.8
1089,65.6
1090,1590.8
1091,10.0
1092,33.0
1093,98.8
1094,400.6
1095,2283.8
1096,1312.4
1097,2495.2
1098,2635.6
1099,6.0
1100,1620.0
1101,1969.6
1102,657.0
1103,1654.2
1104,1404.2
1105,2040.0
1106,591.0
1107,2286.0
1108,2121.4
1109,1651.0
1110,984.2
1111,6.2
1112,2398.8
1113,2694.0
1114,79.0
1115,28.2
1116,832.2
1117,2275.8
1118,1494.4
1119,144.8
1120,2254.6
1121,31.2
1122,23.2
1123,2195.2
1124,2474.8
1125,6.0
1126,38.2
1127,3059.2
1128,224.2
1129,1940.2
1130,1128.0
1131,1333.4
1132,33.6
1133,1803.2
1134,678.6
1135,2890.2
1136,1423.6
1137,484.8
1138,226.0
1139,23.6
1140,581.4
1141,1010.8
1142,747.6
1143,322.8
1144,695.0
1145,149.2
1146,426.4
1147,70.4
1148,2847.4
1149,986.4
1150,2539.6
1151,303.2
1152,1717.2
1153,32.6
1154,897.0
1155,982.2
1156,1637.4
1157,2426.0
1158,1041.6
1159,2679.8
1160,2136.4
1161,645.4
1162,605.4
1163,255.8
1164,2249.0
1165,133.6
1166,524.4
1167,1105.0
1168,1308.0
1169,1527.8
1170,2335.8
1171,1367.2
1172,29.2
1173,1295.6
1174,2329.0
1175,2842.0
1176,1805.4
1177,295.8
1178,2101.8
1179,413.4
1180,647.0
1181,1437.4
1182,84.8
1183,65.6
1184,97.4
1185,59.2
1186,991.8
1187,1387.0
1188,876.4
1189,1054.4
1190,1963.4
1191,1037.8
1192,844.0
1193,604.2
1194,1336.2
1195,1289.4
1196,1183.0
1197,1583.4
1198,1511.2
1199,410.6
1200,892.2
1201,3.0
1202,718.8
1203,1053.2
1204,1958.0
1205,2221.2
1206,393.6
1207,119.0
1208,1731.8
1209,2188.2
1210,87.8
1211,511.0
1212,917.8
1213,1677.2
1214,1678.2
1215,841.2
1216,892.4
1217,2943.0
1218,2507.0
1219,817.8
1220,1898.8
1221,783.8
1222,7.0
1223,2612.2
1224,1443.6
1225,1621.0
1226,955.6
1227,454.8
1228,2350.8
1229,1057.4
1230,367.2
1231,1388.4
1232,310.2
1233,877.8
1234,33.2
1235,920.4
1236,757.0
1237,168.0
1238,3007.4
1239,26.8
1240,1024.2
1241,109.0
1242,3099.6
1243,1063.6
1244,98.0
1245,287.2
1246,969.2
1247,45.8
1248,793.2
1249,252.6
1250,97.8
1251,2451.6
1252,279.4
1253,34.8
1254,2492.8
1255,1.4
1256,1.4
1257,2526.6
1258,1580.8
1259,538.2
1260,1648.2
1261,1439.2
1262,1419.6
1263,799.0
1264,2834.4
1265,1890.2
1266,2122.4
1267,1181.0
1268,2046.2
1269,2553.2
1270,1417.2
1271,1635.6
1272,244.6
1273,211.8
1274,2072.6
1275,1836.0
1276,2087.4
1277,2100.6
1278,2.0
1279,556.4
1280,1247.8
1281,562.6
1282,1213.8
1283,1751.8
1284,434.6
1285,1070.4
1286,423.8
1287,507.0
1288,1789.4
1289,947.0
1290,537.4
1291,58.2
1292,1796.8
1293,972.6
1294,650.8
1295,28.0
1296,7.8
1297,708.8
1298,1630.4
1299,2996.8
1300,1491.0
1301,119.8
1302,2661.0
1303,143.2
1304,165.0
1305,157.8
1306,2581.8
1307,1845.4
1308,64.2
1309,2287.0
1310,137.4
1311,2561.0
1312,1044.8
1313,558.6
1314,2872.4
1315,2582.2
1316,2335.8
1317,1920.6
1318,48.4
1319,2616.4
1320,2492.2
1321,710.6
1322,29.8
1323,76.6
1324,1349.8
1325,81.6
1326,877.0
1327,309.8
1328,1013.6
1329,1071.8
1330,526.4
1331,8.8
1332,137.0
1333,1463.0
1334,1471.0
1335,244.8
1336,356.0
1337,232.8
1338,1082.0
1339,2302.6
1340,677.4
1341,367.8
1342,1296.6
1343,1494.2
1344,91.6
1345,536.2
1346,1482.4
1347,331.6
1348,38.8
1349,67.6
1350,3027.4
1351,2107.4
1352,103.6
1353,9.6
1354,29.0
1355,193.0
1356,2067.8
1357,1414.8
1358,218.4
1359,135.4
1360,784.8
1361,1963.0
1362,312.2
1363,1897.4
1364,1337.2
1365,153.2
1366,10.6
1367,3048.6
1368,1948.2
1369,1604.4
1370,101.6
1371,242.6
1372,275.0
1373,1912.8
1374,1441.4
1375,3062.6
1376,375.8
1377,69.0
1378,190.0
1379,556.6
1380,29.0
1381,947.8
1382,285.8
1383,220.8
1384,569.6
1385,98.8
1386,711.0
1387,2711.2
1388,2266.6
1389,1165.8
1390,2612.4
1391,2182.2
1392,101.8
1393,1544.0
1394,48.2
1395,1748.4
1396,2518.2
1397,2653.0
1398,223.6
1399,1366.2
1400,165.2
1401,1958.2
1402,667.4
1403,704.6
1404,417.2
1405,587.4
1406,40.6
1407,765.8
1408,1665.0
1409,467.4
1410,12.4
1411,36.2
1412,2264.8
1413,2241.6
1414,2415.0
1415,1477.2
1416,300.2
1417,3278.2
1418,2351.6
1419,170.6
1420,20.4
1421,214.2
1422,2371.8
1423,725.8
1424,55.6
1425,1733.4
1426,2012.4
1427,225.8
1428,950.0
1429,867.2
1430,2278.8
1431,1403.8
1432,598.8
1433,110.6
1434,1185.2
1435,135.2
1436,494.8
1437,276.8
1438,2409.4
1439,522.6
1440,1721.4
1441,658.8
1442,2360.4
1443,953.2
1444,632.2
1445,435.0
1446,1026.4
1447,2443.6
1448,500.0
1449,27.0
1450,53.0
1451,920.6
1452,2340.0
1453,2704.8
1454,1496.4
1455,887.4
1456,1124.6
1457,1352.8
1458,1406.0
1459,37.4
1460,32.8
1461,265.4
1462,2975.4
1463,1041.6
1464,3045.8
1465,62.2
1466,1814.8
1467,350.4
1468,74.2
1469,2862.4
1470,12.0
1471,1235.8
1472,2295.4
1473,3007.2
1474,1776.6
1475,119.4
1476,937.2
1477,1.8
1478,2347.8
1479,1588.0
1480,1326.4
1481,75.4
1482,1693.0
1483,140.6
1484,797.2
1485,987.6
1486,191.2
1487,83.4
1488,2634.8
1489,2193.2
1490,64.6
1491,519.0
1492,3210.8
1493,388.0
1494,1258.8
1495,116.8
1496,279.8
1497,1547.6
1498,704.2
1499,1261.6
1500,1391.2
1501,131.6
1502,1701.4
1503,25.6
1504,124.8
1505,331.8
1506,475.8
1507,1604.6
1508,2713.6
1509,988.2
1510,2578.6
1511,99.2
1512,2270.8
1513,179.6
1514,1328.8
1515,456.4
1516,159.2
1517,25.6
1518,906.4
1519,12.8
1520,280.4
1521,2316.2
1522,2667.4
1523,99.6
1524,1966.4
1525,1244.0
1526,987.8
1527,826.2
1528,2312.0
1529,437.8
1530,1115.4
1531,883.8
1532,1703.2
1533,606.2
1534,1245.6
1535,1752.6
1536,1308.2
1537,285.4
1538,280.0
1539,125.4
1540,1272.4
1541,678.8
1542,226.8
1543,115.0
1544,565.4
1545,16.6
1546,49.6
1547,415.0
1548,524.2
1549,735.2
1550,71.8
1551,2288.4
1552,2372.2
1553,47.2
1554,632.4
1555,356.0
1556,152.6
1557,2926.4
1558,1885.4
1559,400.0
1560,52.6
1561,411.8
1562,1497.2
1563,12.6
1564,19.6
1565,1141.4
1566,2532.0
1567,2790.2
1568,1016.4
1569,52.2
1570,2554.6
1571,530.0
1572,137.6
1573,1301.0
1574,2747.4
1575,421.0
1576,485.8
1577,2232.8
1578,8.6
1579,659.4
1580,1829.4
1581,2219.4
1582,2138.8
1583,7.8
1584,132.8
1585,2118.4
1586,1654.6
1587,334.4
1588,842.8
1589,370.4
1590,2182.4
1591,1214.2
1592,2864.0
1593,135.6
1594,2693.4
1595,166.6
1596,1331.4
1597,1164.4
1598,1068.6
1599,9.0
1600,2123.6
1601,774.4
1602,235.2
1603,461.8
1604,815.6
1605,2490.4
1606,430.8
1607,781.8
1608,22.4
1609,1012.2
1610,2477.8
1611,2045.6
1612,1063.0
1613,1500.8
1614,907.2
1615,82.6
1616,967.2
1617,583.0
1618,241.0
1619,89.2
1620,2741.6
1621,33.8
1622,199.2
1623,630.4
1624,1148.4
1625,1754.8
1626,1360.4
1627,616.2
1628,1980.4
1629,129.0
1630,42.8
1631,1762.8
1632,1051.6
1633,24.4
1634,1347.4
1635,1528.2
1636,2057.0
1637,180.6
1638,259.2
1639,814.8
1640,295.8
1641,98.2
1642,1081.4
1643,2136.2
1644,2845.8
1645,68.2
1646,893.2
1647,817.6
1648,1195.6
1649,1990.0
1650,641.2
1651,1572.6
1652,1673.0
1653,174.8
1654,200.2
1655,2518.6
1656,150.2
1657,826.2
1658,86.2
1659,2637.0
1660,1461.8
1661,26.0
1662,2659.0
1663,189.2
1664,1691.4
1665,317.4
1666,625.8
1667,1134.8
1668,1929.4
1669,1943.8
1670,2225.0
1671,1962.8
1672,43.0
1673,323.8
1674,47.4
1675,2586.8
1676,124.2
1677,3032.0
1678,458.0
1679,932.0
1680,1214.8
1681,46.6
1682,2655.6
1683,409.6
1684,120.2
1685,965.4
1686,1609.6
1687,1259.0
1688,2679.8
1689,751.8
1690,2254.6
1691,298.4
1692,2279.8
1693,1191.4
1694,2531.0
1695,461.6
1696,251.4
1697,131.8
1698,1842.8
1699,99.0
1700,882.0
1701,448.2
1702,411.0
1703,125.6
1704,215.6
1705,10.8
1706,2225.4
1707,25.2
1708,321.6
1709,1852.4
1710,1593.6
1711,1588.4
1712,1959.6
1713,533.2
1714,2721.0
1715,784.2
1716,1196.4
1717,1098.6
1718,617.2
1719,2106.0
1720,17.2
1721,1523.6
1722,2072.8
1723,29.0
1724,120.6
1725,29.4
1726,2576.4
1727,1651.2
1728,568.4
1729,527.2
1730,1063.6
1731,280.6
1732,2129.4
1733,1001.0
1734,2189.8
1735,55.2
1736,638.8
1737,552.8
1738,1008.8
1739,173.6
1740,745.6
1741,1284.6
1742,1127.6
1743,291.2
1744,774.6
1745,442.6
1746,322.8
1747,1074.8
1748,2267.0
1749,2708.2
1750,1438.8
1751,2483.6
1752,1709.4
1753,22.8
1754,2110.6
1755,1430.8
1756,2862.6
1757,420.4
1758,915.2
1759,1645.4
1760,247.6
1761,196.6
1762,2450.8
1763,1498.0
1764,698.0
1765,1751.0
1766,3058.2
1767,58.6
1768,1455.8
1769,2241.6
1770,54.4
1771,1570.8
1772,840.4
1773,890.8
1774,1154.0
1775,65.4
1776,220.8
1777,1761.8
1778,852.6
1779,898.6
1780,1487.6
1781,661.4
1782,55.0
1783,122.4
1784,2436.6
1785,1778.0
1786,2300.0
1787,296.4
1788,1308.2
1789,2762.6
1790,1854.4
1791,1355.8
1792,1404.6
1793,507.4
1794,17.4
1795,789.4
1796,109.6
1797,797.2
1798,2352.2
1799,351.6
1800,505.2
1801,1551.8
1802,1374.0
1803,247.4
1804,861.4
1805,2374.0
1806,2760.2
1807,1764.4
1808,1267.4
1809,895.2
1810,1099.8
1811,491.0
1812,1012.4
1813,62.4
1814,1916.4
1815,124.2
1816,671.6
1817,2370.6
1818,1825.0
1819,147.2
1820,3292.8
1821,1430.8
1822,640.6
1823,1605.8
1824,205.8
1825,794.8
1826,2532.0
1827,2990.4
1828,2376.8
1829,960.8
1830,441.4
1831,6.2
1832,1809.8
1833,1034.6
1834,897.4
1835,10.6
1836,352.2
1837,936.0
1838,49.0
1839,2825.4
1840,1327.4
1841,1368.4
1842,918.8
1843,2.2
1844,84.0
1845,517.2
1846,712.6
1847,1133.4
1848,303.2
1849,1990.0
1850,1068.8
1851,467.0
1852,1647.0
1853,294.6
1854,52.8
1855,300.0
1856,1340.8
1857,2080.2
1858,471.2
1859,1788.6
1860,760.0
1861,649.0
1862,540.4
1863,1874.4
1864,554.8
1865,2003.6
1866,2329.2
1867,898.4
1868,1988.6
1869,1806.6
1870,2897.6
1871,2045.8
1872,535.0
1873,825.0
1874,1387.4
1875,2545.6
1876,2093.8
1877,2805.2
1878,357.4
1879,824.6
1880,62.8
1881,1262.8
1882,265.0
1883,1062.6
1884,226.8
1885,1043.2
1886,1805.6
1887,2315.2
1888,786.8
1889,1689.4
1890,1271.8
1891,897.0
1892,2154.2
1893,2.6
1894,19.2
1895,2700.6
1896,32.2
1897,1821.6
1898,1226.0
1899,1296.2
1900,1626.6
1901,733.4
1902,1489.2
1903,2000.6
1904,1459.4
1905,75.0
1906,305.6
1907,23.8
1908,569.2
1909,364.2
1910,673.6
1911,2864.4
1912,659.8
1913,960.4
1914,65.6
1915,2335.0
1916,2890.8
1917,1847.4
1918,1721.2
1919,105.2
1920,487.2
1921,1469.6
1922,1015.6
1923,174.0
1924,142.4
1925,2412.6
1926,2237.2
1927,2306.8
1928,2335.0
1929,316.2
1930,1877.6
1931,1155.6
1932,300.2
1933,1981.8
1934,493.8
1935,2126.6
1936,909.2
1937,1598.0
1938,2957.8
1939,1421.4
1940,2591.8
1941,586.2
1942,1273.2
1943,2714.6
1944,1788.4
1945,629.8
1946,14.6
1947,1084.2
1948,2072.4
1949,1684.0
1950,971.6
1951,1250.6
1952,39.2
1953,37.2
1954,349.0
1955,1991.4
1956,3.2
1957,1359.8
1958,986.6
1959,1312.6
1960,58.8
1961,2109.2
1962,2724.0
1963,85.4
1964,127.8
1965,985.0
1966,432.6
1967,8.4
1968,1486.8
1969,180.4
1970,2699.8
1971,1852.4
1972,1557.2
1973,12.8
1974,2148.4
1975,967.4
1976,841.6
1977,1339.2
1978,1763.2
1979,1541.0
1980,574.4
1981,2855.6
1982,2458.2
1983,494.0
1984,878.2
1985,429.2
1986,502.4
1987,1823.0
1988,1230.4
1989,128.0
1990,961.8
1991,1855.4
1992,1301.6
1993,982.6
1994,132.2
1995,326.8
1996,2803.6
1997,1135.6
1998,855.6
1999,1021.2
2000,358.2
