ID,position
521,Guard
522,Forward
523,Forward
524,Center-Forward
525,Forward
526,Center
527,Forward
528,Forward
529,Guard
530,Guard
531,Guard
532,Guard
533,Guard
534,Guard
535,Center
536,Center
537,Forward
538,Forward
539,Guard
540,Guard
541,Guard
542,Forward
543,Center
544,Forward
545,Forward
546,Guard
547,Forward
548,Guard
549,Guard
550,Forward
551,Center
552,Guard
553,Forward
554,Guard
555,Forward-Center
556,Guard
557,Forward
558,Guard
559,Forward
560,Forward
561,Guard
562,Forward
563,Guard
564,Forward
565,Center
566,Guard
567,Guard
568,Forward
569,Forward
570,Guard
571,Guard
572,Forward
573,Center
574,Center
575,Forward
576,Forward
577,Forward
578,Guard
579,Guard
580,Forward
581,Guard
582,Forward
583,Forward
584,Guard
585,Guard
586,Guard
587,Guard
588,Forward
589,Forward
590,Forward
591,Forward
592,Forward
593,Guard
594,Forward
595,Guard
596,Forward
597,Forward
598,Guard
599,Center
600,Guard
601,Guard
602,Guard
603,Guard
604,Guard
605,Center
606,Guard
607,Forward
608,Forward
609,Guard
610,Center
611,Forward
612,Guard
613,Guard
614,Forward
615,Forward
616,Guard
617,Center
618,Guard
619,Guard
620,Guard
621,Forward
622,Forward
623,Forward
624,Forward
625,Guard
626,Forward
627,Guard
628,Forward
629,Guard
630,Guard
631,Guard
632,Center
633,Guard
634,Guard
635,Guard
636,Guard
637,Forward
638,Guard
639,Forward
640,Forward
641,Forward
642,Guard
643,Guard
644,Guard
645,Guard
646,Guard
647,Forward
648,Forward
649,Forward
650,Forward
651,Forward
652,Forward
653,Forward
654,Guard
655,Guard
656,Guard
657,Forward
658,Center
659,Guard
660,Guard
661,Forward
662,Guard
663,Center
664,Guard
665,Guard
666,Guard
667,Guard
668,Guard
669,Forward
670,Forward
671,Forward
672,Forward
673,Center
674,Forward
675,Guard
676,Guard
677,Center
678,Center
679,Guard
680,Guard
681,Forward
682,Guard
683,Guard
684,Guard
685,Center
686,Forward
687,Guard
688,Guard
689,Center
690,Guard
691,Guard
692,Center
693,Forward
694,Forward
695,Center
696,Forward
697,Center
698,Forward
699,Forward
700,Forward
701,Forward
702,Guard
703,Guard
704,Forward
705,Forward
706,Forward
707,Guard
708,Guard
709,Center
710,Guard
711,Forward
712,Guard
713,Guard
714,Guard
715,Forward
716,Forward
717,Guard
718,Guard
719,Forward
720,Guard
721,Forward
722,Guard
723,Guard
724,Center
725,Guard
726,Forward
727,Forward
728,Forward
729,Forward
730,Guard
731,Guard-Forward
732,Forward
733,Guard
734,Forward
735,Center
736,Center
737,Center
738,Forward
739,Forward
740,Forward-Center
741,Forward-Center
742,Forward
743,Forward
744,Forward
745,Guard
746,Forward
747,Guard
748,Forward
749,Forward
750,Guard
751,Guard
752,Center
753,Guard
754,Forward
755,Guard
756,Center
757,Center
758,Forward
759,Guard
760,Forward
761,Center
762,Guard
763,Guard
764,Forward
765,Forward
766,Guard
767,Center
768,Guard
769,Forward
770,Guard
771,Forward
772,Guard
773,Center
774,Guard
775,Guard
776,Guard
777,Forward
778,Forward
779,Forward
780,Forward
781,Forward
782,Guard
783,Forward
784,Center
785,Guard
786,Forward
787,Center
788,Forward
789,Forward
790,Guard
791,Guard
792,Guard
793,Forward
794,Center
795,Guard
796,Center
797,Guard
798,Forward
799,Forward
800,Guard
801,Guard
802,Center
803,Guard
804,Forward
805,Guard
806,Guard
807,Guard
808,Forward
809,Guard
810,Guard
811,Center
812,Guard
813,Guard
814,Forward
815,Center
816,Guard
817,Forward
818,Guard
819,Center
820,Forward
821,Forward
822,Forward
823,Forward
824,Guard
825,Forward
826,Forward
827,Guard
828,Guard
829,Center
830,Guard
831,Guard
832,Guard
833,Forward
834,Guard
835,Forward
836,Guard
837,Center
838,Forward
839,Forward
840,Guard
841,Forward
842,Guard
843,Guard
844,Forward
845,Guard
846,Center
847,Guard
848,Guard
849,Forward
850,Forward
851,Guard
852,Forward
853,Guard
854,Forward
855,Guard
856,Center
857,Center
858,Guard
859,Center
860,Guard
861,Guard
862,Guard
863,Forward
864,Guard
865,Guard
866,Guard
867,Guard
868,Forward
869,Center
870,Guard
871,Guard
872,Guard
873,Guard
874,Guard
875,Forward
876,Guard
877,Forward
878,Guard
879,Center
880,Center
881,Center
882,Forward
883,Forward
884,Center
885,Forward
886,Forward
887,Guard
888,Forward
889,Forward
890,Guard
891,Guard
892,Guard
893,Guard
894,Center
895,Forward
896,Forward
897,Forward
898,Guard
899,Guard
900,Forward
901,Guard
902,Forward
903,Forward
904,Guard
905,Center
906,Guard
907,Guard
908,Guard
909,Forward
910,Forward
911,Center
912,Forward
913,Guard
914,Guard
915,Forward
916,Guard
917,Forward
918,Guard
919,Forward
920,Guard
921,Forward
922,Forward
923,Center
924,Forward
925,Forward
926,Forward
927,Forward
928,Forward
929,Center
930,Guard
931,Guard
932,Forward
933,Guard
934,Center
935,Guard
936,Forward
937,Guard
938,Center
939,Guard
940,Guard
941,Forward
942,Guard
943,Center
944,Guard
945,Guard
946,Forward
947,Guard
948,Guard
949,Forward
950,Guard
951,Center
952,Forward
953,Guard
954,Forward
955,Guard
956,Forward
957,Guard
958,Guard
959,Guard
960,Guard
961,Forward
962,Forward
963,Guard
964,Guard
965,Forward
966,Guard
967,Center
968,Guard
969,Forward
970,Forward
971,Center
972,Guard
973,Guard
974,Guard
975,Guard
976,Center
977,Forward
978,Guard
979,Guard
980,Forward
981,Guard
982,Forward
983,Forward
984,Forward
985,Guard
986,Center
987,Guard
988,Guard
989,Forward
990,Guard
991,Guard
992,Guard
993,Center
994,Guard
995,Forward
996,Guard
997,Guard
998,Guard
999,Forward
1000,Guard
1001,Guard
1002,Guard
1003,Guard
1004,Guard
1005,Center
1006,Center
1007,Guard
1008,Guard
1009,Guard
1010,Guard
1011,Guard
1012,Center
1013,Center
1014,Forward
1015,Guard
1016,Forward
1017,Guard
1018,Guard
1019,Guard
1020,Guard
1021,Forward
1022,Forward
1023,Forward-Center
1024,Guard
1025,Guard
1026,Guard
1027,Guard
1028,Guard
1029,Guard
1030,Forward
1031,Forward
1032,Guard
1033,Guard
1034,Guard
1035,Center
1036,Forward
1037,Guard
1038,Forward
1039,Forward
1040,Forward
1041,Forward
1042,Guard
1043,Guard
1044,Guard
1045,Forward
1046,Forward
1047,Guard
1048,Forward
1049,Forward
1050,Guard
1051,Guard
1052,Guard
1053,Center
1054,Guard
1055,Forward
1056,Forward
1057,Guard
1058,Center
1059,Guard
1060,Guard
1061,Forward
1062,Forward
1063,Forward
1064,Forward
1065,Guard
1066,Center
1067,Center
1068,Center
1069,Guard
1070,Forward
1071,Forward
1072,Guard
1073,Center
1074,Forward
1075,Forward
1076,Forward
1077,Forward
1078,Forward
1079,Center
1080,Center
1081,Guard
1082,Guard
1083,Forward
1084,Guard
1085,Guard
1086,Guard
1087,Guard
1088,Guard
1089,Guard
1090,Forward
1091,Guard
1092,Guard
1093,Guard
1094,Forward
1095,Guard
1096,Forward
1097,Center
1098,Forward
1099,Center
1100,Forward
1101,Guard
1102,Forward
1103,Forward
1104,Forward
1105,Center
1106,Center
1107,Forward
1108,Guard
1109,Forward
1110,Guard
1111,Forward
1112,Guard
1113,Center
1114,Forward
1115,Guard
1116,Guard
1117,Forward
1118,Center
1119,Forward
1120,Guard
1121,Guard
1122,Forward
1123,Forward
1124,Center
1125,Center
1126,Guard
1127,Guard
1128,Forward
1129,Guard
1130,Forward
1131,Forward
1132,Guard
1133,Guard
1134,Guard
1135,Guard
1136,Guard
1137,Guard
1138,Guard
1139,Guard
1140,Forward
1141,Forward
1142,Forward
1143,Forward
1144,Forward
1145,Guard
1146,Guard
1147,Guard
1148,Center
1149,Forward
1150,Guard
1151,Forward
1152,Guard
1153,Forward
1154,Center
1155,Guard
1156,Guard
1157,Center
1158,Guard
1159,Forward
1160,Guard
1161,Forward
1162,Guard
1163,Forward
1164,Forward
1165,Guard
1166,Guard
1167,Forward
1168,Guard
1169,Forward
1170,Guard
1171,Guard
1172,Center
1173,Guard
1174,Forward
1175,Guard
1176,Guard
1177,Guard
1178,Guard
1179,Center
1180,Guard
1181,Center
1182,Guard
1183,Center
1184,Forward
1185,Forward
1186,Guard
1187,Guard
1188,Forward
1189,Forward
1190,Forward
1191,Guard
1192,Forward
1193,Forward
1194,Forward
1195,Forward
1196,Center
1197,Forward
1198,Forward
1199,Forward
1200,Forward
1201,Center
1202,Guard
1203,Guard
1204,Center
1205,Forward
1206,Guard
1207,Guard
1208,Center
1209,Guard
1210,Guard
1211,Guard
1212,Guard
1213,Guard
1214,Forward
1215,Forward
1216,Forward
1217,Guard
1218,Center
1219,Guard
1220,Guard
1221,Forward
1222,Forward
1223,Forward
1224,Forward
1225,Guard
1226,Center
1227,Forward
1228,Forward
1229,Center
1230,Forward
1231,Guard
1232,Guard
1233,Guard
1234,Guard
1235,Forward
1236,Center
1237,Forward
1238,Guard
1239,Guard
1240,Guard
1241,Forward
1242,Guard
1243,Center
1244,Center
1245,Guard
1246,Forward
1247,Guard
1248,Forward
1249,Center
1250,Guard
1251,Forward
1252,Center
1253,Guard
1254,Guard
1255,Guard
1256,Forward
1257,Forward
1258,Guard
1259,Guard
1260,Guard
1261,Guard
1262,Center
1263,Forward
1264,Guard
1265,Forward
1266,Guard
1267,Forward
1268,Guard
1269,Guard
1270,Center
1271,Forward-Center
1272,Guard
1273,Forward
1274,Forward
1275,Guard
1276,Guard
1277,Center
1278,Forward-Center
1279,Forward
1280,Forward
1281,Guard
1282,Guard
1283,Guard
1284,Guard
1285,Guard
1286,Guard
1287,Forward
1288,Guard
1289,Guard
1290,Guard
1291,Guard
1292,Forward
1293,Forward
1294,Guard
1295,Forward
1296,Center
1297,Guard
1298,Forward
1299,Guard
1300,Guard
1301,Center
1302,Forward
1303,Guard
1304,Center
1305,Forward
1306,Center
1307,Forward
1308,Forward
1309,Guard
1310,Forward
1311,Guard
1312,Center
1313,Guard
1314,Guard
1315,Guard
1316,Guard-Forward
1317,Guard
1318,Center
1319,Guard
1320,Guard
1321,Guard
1322,Guard
1323,Guard
1324,Forward
1325,Forward
1326,Forward
1327,Guard
1328,Forward
1329,Guard-Forward
1330,Guard
1331,Guard
1332,Guard
1333,Guard
1334,Guard
1335,Center
1336,Center
1337,Center
1338,Forward
1339,Guard
1340,Forward
1341,Guard
1342,Guard
1343,Guard
1344,Forward
1345,Center
1346,Forward
1347,Forward
1348,Guard
1349,Center
1350,Guard
1351,Guard
1352,Forward
1353,Forward-Center
1354,Guard
1355,Center
1356,Center
1357,Guard
1358,Guard
1359,Guard
1360,Guard
1361,Guard
1362,Guard
1363,Center
1364,Guard
1365,Guard
1366,Guard
1367,Guard
1368,Guard
1369,Center
1370,Center
1371,Guard
1372,Center
1373,Guard
1374,Forward
1375,Forward
1376,Guard
1377,Guard
1378,Forward
1379,Guard
1380,Guard
1381,Forward
1382,Center
1383,Guard
1384,Forward
1385,Forward
1386,Forward
1387,Guard
1388,Forward
1389,Forward
1390,Guard
1391,Forward
1392,Guard
1393,Guard
1394,Guard
1395,Center
1396,Guard
1397,Guard
1398,Guard
1399,Guard
1400,Forward
1401,Guard
1402,Forward
1403,Forward
1404,Guard
1405,Forward
1406,Forward
1407,Forward
1408,Guard
1409,Guard
1410,Guard
1411,Guard
1412,Guard
1413,Forward
1414,Guard
1415,Forward
1416,Forward
1417,Guard
1418,Guard
1419,Forward
1420,Guard
1421,Forward
1422,Guard
1423,Forward
1424,Forward
1425,Forward
1426,Center
1427,Guard
1428,Forward
1429,Forward
1430,Guard
1431,Forward
1432,Forward
1433,Center
1434,Forward
1435,Center
1436,Guard
1437,Center
1438,Guard
1439,Guard
1440,Guard
1441,Guard
1442,Guard
1443,Guard
1444,Forward
1445,Forward
1446,Forward
1447,Center
1448,Guard
1449,Guard
1450,Center
1451,Center
1452,Guard
1453,Guard
1454,Forward
1455,Guard
1456,Guard
1457,Guard
1458,Center
1459,Guard
1460,Center
1461,Forward
1462,Guard
1463,Forward
1464,Guard-Forward
1465,Forward
1466,Guard
1467,Guard
1468,Guard
1469,Forward
1470,Guard
1471,Forward
1472,Forward
1473,Guard
1474,Guard
1475,Guard
1476,Forward
1477,Center
1478,Guard
1479,Forward-Center
1480,Forward
1481,Guard
1482,Forward
1483,Forward
1484,Center
1485,Forward
1486,Guard
1487,Forward
1488,Guard
1489,Center
1490,Forward
1491,Forward
1492,Guard
1493,Guard
1494,Center
1495,Forward
1496,Forward
1497,Guard
1498,Guard
1499,Forward
1500,Guard
1501,Guard
1502,Guard
1503,Forward
1504,Forward
1505,Forward
1506,Guard
1507,Guard
1508,Forward
1509,Guard
1510,Forward
1511,Guard
1512,Forward
1513,Guard
1514,Forward
1515,Guard
1516,Forward
1517,Guard
1518,Center
1519,Forward
1520,Forward
1521,Forward
1522,Guard
1523,Guard
1524,Forward
1525,Guard
1526,Forward
1527,Guard
1528,Center
1529,Guard
1530,Guard
1531,Forward
1532,Center
1533,Guard
1534,Forward
1535,Center
1536,Forward
1537,Forward
1538,Center
1539,Guard
1540,Guard
1541,Guard
1542,Forward
1543,Center
1544,Forward
1545,Forward
1546,Guard
1547,Forward
1548,Guard
1549,Guard
1550,Center
1551,Center
1552,Forward
1553,Center
1554,Forward
1555,Forward
1556,Guard
1557,Guard
1558,Forward
1559,Guard
1560,Center
1561,Guard
1562,Guard
1563,Guard
1564,Forward
1565,Guard
1566,Center
1567,Guard
1568,Center
1569,Forward-Center
1570,Guard
1571,Forward
1572,Center
1573,Guard
1574,Forward
1575,Guard
1576,Center
1577,Forward-Center
1578,Guard
1579,Forward
1580,Guard
1581,Guard
1582,Forward
1583,Forward
1584,Forward
1585,Center
1586,Forward
1587,Guard
1588,Guard
1589,Guard
1590,Forward
1591,Forward
1592,Forward
1593,Forward
1594,Guard
1595,Guard
1596,Center
1597,Forward
1598,Forward
1599,Forward
1600,Forward
1601,Guard
1602,Guard
1603,Forward
1604,Center
1605,Forward
1606,Center
1607,Forward
1608,Guard
1609,Guard
1610,Forward
1611,Forward
1612,Forward
1613,Guard
1614,Forward
1615,Center
1616,Guard
1617,Guard
1618,Guard-Forward
1619,Guard
1620,Guard
1621,Forward
1622,Center
1623,Forward
1624,Guard
1625,Guard
1626,Forward
1627,Center
1628,Guard
1629,Guard
1630,Center
1631,Forward
1632,Center
1633,Guard
1634,Forward
1635,Center
1636,Forward
1637,Forward
1638,Center
1639,Forward
1640,Forward
1641,Forward
1642,Forward
1643,Forward
1644,Guard
1645,Forward
1646,Guard
1647,Forward
1648,Guard
1649,Forward
1650,Guard
1651,Guard
1652,Guard
1653,Forward
1654,Center
1655,Center
1656,Guard
1657,Forward
1658,Guard
1659,Guard
1660,Guard
1661,Forward
1662,Guard
1663,Center
1664,Guard
1665,Guard
1666,Guard
1667,Forward
1668,Guard-Forward
1669,Guard
1670,Guard
1671,Forward
1672,Forward
1673,Guard
1674,Forward
1675,Guard
1676,Forward
1677,Forward
1678,Forward
1679,Guard
1680,Guard
1681,Forward
1682,Forward
1683,Forward
1684,Center
1685,Forward
1686,Guard
1687,Forward
1688,Forward
1689,Forward
1690,Guard
1691,Center
1692,Forward
1693,Center
1694,Guard
1695,Forward
1696,Forward
1697,Forward
1698,Forward
1699,Forward
1700,Forward
1701,Forward
1702,Forward
1703,Center
1704,Guard
1705,Guard
1706,Guard
1707,Forward
1708,Guard
1709,Center
1710,Guard
1711,Forward
1712,Center
1713,Forward
1714,Guard
1715,Guard
1716,Forward-Center
1717,Guard
1718,Guard
1719,Guard
1720,Forward
1721,Forward
1722,Center
1723,Guard
1724,Guard
1725,Guard
1726,Forward
1727,Center
1728,Forward
1729,Forward
1730,Guard
1731,Guard
1732,Guard
1733,Forward
1734,Guard
1735,Guard
1736,Forward
1737,Forward
1738,Guard
1739,Forward
1740,Guard
1741,Guard
1742,Guard
1743,Guard
1744,Guard
1745,Guard
1746,Guard
1747,Guard
1748,Guard
1749,Guard
1750,Guard
1751,Guard
1752,Forward
1753,Guard
1754,Guard
1755,Guard
1756,Guard
1757,Guard
1758,Center
1759,Guard
1760,Forward
1761,Center
1762,Center
1763,Center
1764,Guard
1765,Guard
1766,Guard
1767,Center
1768,Guard
1769,Guard
1770,Forward
1771,Forward
1772,Guard
1773,Forward
1774,Guard
1775,Guard
1776,Guard
1777,Guard
1778,Forward
1779,Guard
1780,Forward
1781,Center
1782,Forward-Center
1783,Forward
1784,Forward
1785,Forward
1786,Forward
1787,Center
1788,Forward
1789,Guard
1790,Center
1791,Forward
1792,Center
1793,Forward
1794,Forward
1795,Guard
1796,Guard
1797,Guard
1798,Forward
1799,Forward
1800,Center
1801,Forward
1802,Guard
1803,Guard
1804,Forward
1805,Forward
1806,Guard
1807,Guard
1808,Guard
1809,Guard
1810,Forward
1811,Guard
1812,Center
1813,Guard
1814,Forward
1815,Forward
1816,Guard
1817,Forward
1818,Guard
1819,Guard
1820,Guard
1821,Guard
1822,Guard
1823,Guard
1824,Guard
1825,Forward
1826,Center
1827,Forward
1828,Forward
1829,Guard
1830,Forward
1831,Forward
1832,Forward
1833,Guard
1834,Forward
1835,Forward
1836,Center
1837,Guard
1838,Guard
1839,Guard
1840,Center
1841,Forward
1842,Forward
1843,Guard
1844,Guard
1845,Guard
1846,Guard
1847,Guard
1848,Guard
1849,Guard
1850,Guard
1851,Guard
1852,Guard
1853,Forward
1854,Guard
1855,Forward
1856,Forward
1857,Guard
1858,Forward
1859,Guard
1860,Guard
1861,Guard
1862,Forward
1863,Center
1864,Guard
1865,Guard
1866,Forward
1867,Guard
1868,Guard
1869,Guard
1870,Guard
1871,Center
1872,Guard-Forward
1873,Center
1874,Guard
1875,Guard
1876,Center
1877,Forward
1878,Forward
1879,Forward
1880,Forward
1881,Guard
1882,Guard
1883,Forward
1884,Forward
1885,Guard
1886,Forward
1887,Center
1888,Forward
1889,Center
1890,Guard
1891,Forward
1892,Center
1893,Center
1894,Guard
1895,Forward
1896,Guard
1897,Guard
1898,Center
1899,Forward
1900,Guard
1901,Guard
1902,Forward
1903,Forward
1904,Center
1905,Guard
1906,Guard
1907,Guard
1908,Forward
1909,Forward
1910,Forward
1911,Center
1912,Forward
1913,Forward
1914,Guard
1915,Forward
1916,Forward
1917,Guard
1918,Forward
1919,Center
1920,Center
1921,Guard
1922,Guard
1923,Guard
1924,Guard
1925,Forward
1926,Guard
1927,Guard
1928,Forward
1929,Guard
1930,Center
1931,Guard
1932,Center
1933,Guard
1934,Forward
1935,Center
1936,Guard
1937,Center
1938,Guard
1939,Guard
1940,Center
1941,Guard
1942,Forward
1943,Guard
1944,Forward
1945,Forward
1946,Forward
1947,Forward
1948,Guard
1949,Guard
1950,Guard
1951,Center
1952,Forward
1953,Forward
1954,Forward
1955,Guard
1956,Center
1957,Guard
1958,Forward
1959,Guard
1960,Forward
1961,Guard
1962,Forward
1963,Guard
1964,Forward
1965,Forward
1966,Guard
1967,Guard
1968,Guard
1969,Guard
1970,Forward
1971,Forward
1972,Guard
1973,Forward
1974,Guard
1975,Forward
1976,Forward
1977,Forward
1978,Forward
1979,Forward
1980,Guard
1981,Guard
1982,Forward
1983,Guard
1984,Guard
1985,Guard
1986,Guard
1987,Center
1988,Forward
1989,Forward
1990,Center
1991,Guard
1992,Guard
1993,Center
1994,Forward
1995,Guard
1996,Guard
1997,Guard
1998,Forward
1999,Center
2000,Guard
